Country,yr1970,yr1971,yr1972,yr1973,yr1974,yr1975,yr1976,yr1977,yr1978,yr1979,yr1980,yr1981,yr1982,yr1983,yr1984,yr1985,yr1986,yr1987,yr1988,yr1989,yr1990,yr1991,yr1992,yr1993,yr1994,yr1995,yr1996,yr1997,yr1998,yr1999,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016,yr2017,yr2018
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,5000.0,2300.0,5800.0,6900.0,4000.0,2500.0,1000.0,9000.0,11500.0,13000.0,14700.0,12000.0,9500.0,14600.0,11300.0,18700.0,16600.0,10600.0,10000.0,6800.0,10000.0,6800.0,13000.0,14000.0,15000.0,13000.0
Kazakhstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290000.0,263489.0,215444.0,232600.0,250200.0,316000.0,338600.0,373500.0,430200.0,469500.0,473700.0,484500.0,461800.0,401700.0,446300.0,444000.0,467000.0,406100.0,380600.0,405300.0,426800.0,454400.0,471700.0,473600.0,474800.0,557800.0,635500.0
Laos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,30480.0,60803.0,62541.0,89004.0,121581.0,132047.0,138756.0,149580.0,154915.0,159696.0,167702.0,177939.0,153304.0,147019.0
Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7200.0,10000.0,10000.0,10000.0,13500.0,13000.0,9100.0,10200.0,8886.0,5253.0,4739.0,618.0,0.0,4799.0,7054.0,7029.0,8051.0,7440.0,7912.0,7555.0,10600.0,11700.0,9600.0,11400.0,10200.0,9000.0,8000.0
Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4400.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,5400.0,14700.0,17700.0,18700.0,18800.0,18700.0,19600.0,19900.0,20000.0,23900.0,20700.0,18000.0,16000.0,14100.0,15000.0,16700.0
Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917.0,925.0,1142.0,1101.0,782.0,821.0,837.0,1000.0,600.0,627.0,652.0,668.0,730.0,737.0,1465.0,1719.0,1603.0,1954.0,4410.0,5095.0,10848.0,11563.0,27500.0,36279.0,67508.0
United Republic of Tanzania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,4200.0,3715.0,4240.0,3661.0,3285.0,3276.0,2852.0,3079.0,6400.0,6748.0,5840.0,5740.0,6363.0,6465.0,7150.0,1331.0,0.0
Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,78000.0,49000.0,40000.0,64000.0,74400.0,74400.0,66000.0,70000.0,70000.0,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0,95600.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
Vietnam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,2400.0,1600.0,1100.0,1200.0,2000.0,3100.0,11400.0,12500.0,11520.0,12935.0,12260.0,11888.0,12716.0,12958.0,20296.0,22524.0,22636.0,21451.0,23378.0
Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,611.0,502.0,327.0,784.0,969.0,1941.0,1991.0,1645.0
Dominican Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2109.0,12937.0,10015.0,11777.0,11737.0,10379.0,9262.0,7324.0,9725.0,9618.0,8588.0
Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21800.0,88900.0,61600.0,25300.0,7900.0,17300.0
Kyrgyzstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,3100.0,8200.0,7500.0,7200.0
Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,28.0,31.0,40.0,46.0,58.0,39.0,32.0,21.0
Tajikistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,100.0,1400.0,2500.0,6100.0,0.0
Democratic Republic of the Congo,385948.0,409770.0,443986.0,492223.0,501431.0,465846.0,444356.0,453731.0,473128.0,402416.0,463502.0,506726.0,505485.0,504307.0,500220.0,504335.0,503300.0,502184.0,506320.0,442800.0,352400.0,236100.0,144300.0,60000.0,40642.0,34958.0,40165.0,39651.0,38236.0,33000.0,33000.0,37845.0,27359.0,16359.0,18995.0,97500.0,142300.0,144600.0,239200.0,299300.0,378300.0,499198.0,619942.0,922016.0,1030129.0,1039007.0,1023687.0,1094638.0,1225227.0
Germany,19477.0,16484.0,21321.0,19436.0,19734.0,18461.0,17613.0,18210.0,15821.0,14851.0,13074.0,13400.0,14300.0,13200.0,13000.0,13500.0,12300.0,12612.0,9719.0,8006.0,3564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Republic of Serbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97811.0,57375.0,74351.0,74619.0,69467.0,73567.0,70900.0,51700.0,46000.0,31000.0,23100.0,15500.0,13800.0,11600.0,11100.0,16500.0,17600.0,19400.0,22800.0,26100.0,32200.0,36200.0,33739.0,29827.0,41300.0,44800.0,44100.0
Zimbabwe,24000.0,23300.0,31800.0,35000.0,40000.0,47579.0,48186.0,34767.0,33848.0,29724.0,26901.0,24583.0,24800.0,21560.0,22687.0,20700.0,20600.0,18800.0,16116.0,15800.0,14800.0,13811.0,9673.0,8187.0,9350.0,8045.0,9028.0,6832.0,2941.0,4977.0,558.0,2057.0,2502.0,2767.0,2383.0,2570.0,2581.0,2681.0,2827.0,3572.0,4629.0,6555.0,6665.0,8285.0,8261.0,8218.0,9101.0,8839.0,9077.0
Russia,925000.0,990000.0,1030000.0,1060000.0,1060000.0,1100000.0,1130000.0,1100000.0,1140000.0,1130000.0,980000.0,1000000.0,1010000.0,1020000.0,1020000.0,1030000.0,1030000.0,1010000.0,990000.0,950000.0,900000.0,840000.0,680000.0,594000.0,573300.0,525900.0,523000.0,505000.0,530000.0,535000.0,530000.0,540000.0,662100.0,650000.0,630000.0,640000.0,675000.0,690000.0,705000.0,675700.0,702700.0,587900.0,582900.0,655900.0,691500.0,711400.0,702300.0,762300.0,785300.0
